personnel_code,unit_code,weekly_duty_hours,consecutive_duty_days,leave_days_last_90,night_shift_ratio,deployment_months_last_year,transfer_count_last_2yr,training_load_hours,overdue_leave_flag,stress_level,mood,sleep_quality,fatigue_level,perceived_workload,burnout_index,stress_label,data_source
PID-00974,UNIT-14,60.6,6,0,0.56,8.1,1,37.7,True,2,2,2,3,5,0.644,1,SYNTHETIC_DEMO_DATA
PID-00975,UNIT-35,38.0,7,14,0.22,5.1,1,8.2,False,4,3,3,2,4,0.451,0,SYNTHETIC_DEMO_DATA
PID-00976,UNIT-27,37.4,6,6,0.66,7.8,0,7.8,False,3,2,3,3,3,0.498,0,SYNTHETIC_DEMO_DATA
PID-00977,UNIT-23,67.5,7,18,0.26,9.9,1,26.2,False,1,2,4,3,3,0.485,1,SYNTHETIC_DEMO_DATA
PID-00978,UNIT-40,46.2,3,0,0.36,6.6,0,24.1,False,3,3,4,4,3,0.542,0,SYNTHETIC_DEMO_DATA
PID-00979,UNIT-32,32.2,7,7,0.33,6.1,0,32.5,False,3,3,5,3,2,0.317,0,SYNTHETIC_DEMO_DATA
PID-00980,UNIT-12,58.2,13,4,0.44,12.0,1,3.7,False,3,3,3,2,4,0.482,1,SYNTHETIC_DEMO_DATA
PID-00981,UNIT-03,58.5,6,3,0.44,5.6,3,27.0,False,3,2,3,2,3,0.481,1,SYNTHETIC_DEMO_DATA
PID-00982,UNIT-11,30.6,4,6,0.51,1.7,3,29.9,False,3,4,4,3,3,0.518,0,SYNTHETIC_DEMO_DATA
PID-00983,UNIT-08,55.2,7,19,0.2,4.2,3,29.4,False,3,5,3,3,2,0.403,0,SYNTHETIC_DEMO_DATA
PID-00984,UNIT-08,62.3,6,9,0.22,9.7,4,15.9,False,3,3,2,3,3,0.663,1,SYNTHETIC_DEMO_DATA
PID-00985,UNIT-21,57.2,9,4,0.77,1.1,1,25.2,False,4,3,3,3,2,0.502,0,SYNTHETIC_DEMO_DATA
PID-00986,UNIT-40,60.8,2,0,0.53,2.7,1,12.2,False,4,3,3,3,4,0.5,0,SYNTHETIC_DEMO_DATA
PID-00987,UNIT-26,32.3,5,0,0.75,8.3,0,17.1,False,3,3,3,3,4,0.567,0,SYNTHETIC_DEMO_DATA
PID-00988,UNIT-18,56.6,10,5,0.04,4.2,4,9.6,False,2,3,3,3,3,0.606,0,SYNTHETIC_DEMO_DATA
PID-00989,UNIT-10,47.8,11,5,0.24,4.7,0,12.4,False,3,3,4,3,3,0.453,0,SYNTHETIC_DEMO_DATA
PID-00990,UNIT-32,45.2,4,7,0.2,8.2,1,17.6,False,3,4,4,3,1,0.493,0,SYNTHETIC_DEMO_DATA
PID-00991,UNIT-22,64.2,7,0,0.54,2.8,1,15.1,False,3,2,3,3,3,0.475,0,SYNTHETIC_DEMO_DATA
PID-00992,UNIT-02,72.7,5,8,0.35,0.6,0,12.4,False,3,4,3,3,3,0.444,0,SYNTHETIC_DEMO_DATA
PID-00993,UNIT-19,77.1,6,15,0.32,0.8,2,7.0,False,3,3,4,2,2,0.315,0,SYNTHETIC_DEMO_DATA
PID-00994,UNIT-08,70.4,4,18,0.28,6.7,2,39.6,False,3,3,3,3,2,0.467,1,SYNTHETIC_DEMO_DATA
PID-00995,UNIT-20,50.5,6,0,0.28,5.8,2,15.0,True,3,3,3,4,2,0.595,1,SYNTHETIC_DEMO_DATA
PID-00996,UNIT-03,56.9,5,4,0.13,2.9,1,23.3,False,3,4,4,2,3,0.375,0,SYNTHETIC_DEMO_DATA
PID-00997,UNIT-09,62.7,6,3,0.16,1.5,0,2.4,False,4,4,3,3,3,0.548,0,SYNTHETIC_DEMO_DATA
PID-00998,UNIT-33,53.7,8,9,0.3,4.2,1,33.6,False,2,3,3,3,3,0.577,0,SYNTHETIC_DEMO_DATA
PID-00999,UNIT-07,53.8,11,1,0.37,8.3,1,21.7,True,3,3,3,3,4,0.527,0,SYNTHETIC_DEMO_DATA
PID-01000,UNIT-05,63.5,4,19,0.2,2.5,2,15.6,False,4,3,4,3,3,0.373,0,SYNTHETIC_DEMO_DATA
PID-01001,UNIT-09,51.2,5,9,0.65,3.0,2,15.6,False,2,5,4,3,3,0.51,0,SYNTHETIC_DEMO_DATA
PID-01002,UNIT-37,41.8,5,8,0.29,1.4,3,28.7,False,3,3,4,2,4,0.416,0,SYNTHETIC_DEMO_DATA
PID-01003,UNIT-38,46.2,8,18,0.05,3.9,2,0.0,False,3,4,4,3,1,0.413,0,SYNTHETIC_DEMO_DATA
PID-01004,UNIT-27,60.9,6,8,0.47,6.0,3,11.8,False,2,3,4,3,2,0.523,0,SYNTHETIC_DEMO_DATA
PID-01005,UNIT-32,52.0,8,11,0.43,11.3,2,18.8,False,4,4,3,4,3,0.619,0,SYNTHETIC_DEMO_DATA
PID-01006,UNIT-37,56.8,5,4,0.39,5.7,2,18.7,False,3,3,2,3,3,0.501,0,SYNTHETIC_DEMO_DATA
PID-01007,UNIT-12,61.4,8,0,0.27,4.8,1,45.1,False,3,3,4,3,3,0.411,0,SYNTHETIC_DEMO_DATA
PID-01008,UNIT-17,46.8,7,5,0.27,7.6,1,16.6,False,3,4,3,3,2,0.488,1,SYNTHETIC_DEMO_DATA
PID-01009,UNIT-02,62.6,6,22,0.2,7.1,1,29.9,False,3,4,3,2,2,0.392,0,SYNTHETIC_DEMO_DATA
PID-01010,UNIT-22,57.3,7,12,0.54,3.3,2,38.1,False,3,4,2,3,2,0.546,0,SYNTHETIC_DEMO_DATA
PID-01011,UNIT-38,34.7,9,10,0.18,11.9,2,26.7,False,3,4,5,3,2,0.408,0,SYNTHETIC_DEMO_DATA
PID-01012,UNIT-02,72.2,7,3,0.32,4.9,4,13.3,False,3,3,3,3,4,0.468,0,SYNTHETIC_DEMO_DATA
PID-01013,UNIT-29,45.0,6,14,0.34,5.7,0,7.2,False,2,3,3,2,2,0.281,0,SYNTHETIC_DEMO_DATA
PID-01014,UNIT-19,30.0,6,0,0.27,6.7,0,27.5,False,2,3,3,4,4,0.556,0,SYNTHETIC_DEMO_DATA
PID-01015,UNIT-39,37.4,3,0,0.33,6.0,1,36.5,True,2,4,3,3,2,0.44,0,SYNTHETIC_DEMO_DATA
PID-01016,UNIT-24,37.7,9,5,0.54,9.6,1,25.5,False,3,2,3,3,3,0.503,0,SYNTHETIC_DEMO_DATA
PID-01017,UNIT-17,52.7,9,20,0.13,3.2,0,32.3,False,3,4,4,2,2,0.292,0,SYNTHETIC_DEMO_DATA
PID-01018,UNIT-05,48.2,9,20,0.17,7.4,1,45.9,False,3,3,3,3,3,0.406,0,SYNTHETIC_DEMO_DATA
PID-01019,UNIT-23,47.3,4,6,0.23,5.5,0,28.4,False,3,4,4,2,3,0.309,0,SYNTHETIC_DEMO_DATA
PID-01020,UNIT-40,60.7,6,4,0.06,7.9,3,9.0,False,3,2,3,3,4,0.57,1,SYNTHETIC_DEMO_DATA
PID-01021,UNIT-01,56.8,4,0,0.3,4.4,1,20.5,True,2,2,4,3,3,0.441,1,SYNTHETIC_DEMO_DATA
PID-01022,UNIT-01,56.4,6,9,0.28,3.9,1,33.7,False,3,3,3,3,2,0.503,0,SYNTHETIC_DEMO_DATA
PID-01023,UNIT-36,57.7,6,9,0.44,7.2,1,17.5,False,3,3,3,3,3,0.544,0,SYNTHETIC_DEMO_DATA
PID-01024,UNIT-11,60.6,7,13,0.49,6.1,4,35.1,False,3,3,3,3,3,0.545,1,SYNTHETIC_DEMO_DATA
PID-01025,UNIT-25,30.0,6,14,0.18,2.5,0,19.3,False,2,4,4,2,2,0.332,0,SYNTHETIC_DEMO_DATA
PID-01026,UNIT-25,46.9,5,7,0.2,9.0,0,23.3,False,3,3,3,3,3,0.476,0,SYNTHETIC_DEMO_DATA
PID-01027,UNIT-20,30.0,6,12,0.27,7.2,2,16.5,False,3,4,4,2,3,0.42,0,SYNTHETIC_DEMO_DATA
PID-01028,UNIT-20,52.5,7,4,0.49,4.8,1,21.6,False,3,3,3,3,3,0.542,0,SYNTHETIC_DEMO_DATA
PID-01029,UNIT-28,51.9,7,12,0.13,3.6,1,22.1,False,2,4,4,4,2,0.514,0,SYNTHETIC_DEMO_DATA
PID-01030,UNIT-10,66.6,5,5,0.3,6.1,0,3.9,False,3,2,4,4,2,0.473,0,SYNTHETIC_DEMO_DATA
PID-01031,UNIT-08,68.6,6,11,0.07,7.0,0,15.6,False,3,3,3,4,2,0.552,0,SYNTHETIC_DEMO_DATA
PID-01032,UNIT-40,54.8,8,11,0.06,0.2,1,7.7,False,2,4,3,2,2,0.277,0,SYNTHETIC_DEMO_DATA
PID-01033,UNIT-01,45.0,5,9,0.08,6.1,1,15.9,False,2,4,4,4,3,0.54,0,SYNTHETIC_DEMO_DATA
PID-01034,UNIT-08,58.8,9,13,0.3,7.0,1,12.0,False,4,4,3,3,3,0.462,0,SYNTHETIC_DEMO_DATA
PID-01035,UNIT-30,44.6,11,0,0.14,0.0,1,30.1,True,2,3,4,3,3,0.389,0,SYNTHETIC_DEMO_DATA
PID-01036,UNIT-23,52.0,7,2,0.12,5.6,0,30.2,False,3,3,2,3,3,0.445,0,SYNTHETIC_DEMO_DATA
PID-01037,UNIT-13,65.8,9,7,0.15,7.1,3,25.6,False,3,3,4,3,3,0.486,1,SYNTHETIC_DEMO_DATA
PID-01038,UNIT-05,44.2,5,0,0.33,6.7,0,7.3,False,3,3,3,3,3,0.47,0,SYNTHETIC_DEMO_DATA
PID-01039,UNIT-15,63.3,8,6,0.45,7.4,0,19.0,False,2,3,3,3,4,0.61,1,SYNTHETIC_DEMO_DATA
PID-01040,UNIT-03,61.5,5,6,0.33,4.0,0,6.5,False,3,4,4,2,2,0.421,0,SYNTHETIC_DEMO_DATA
PID-01041,UNIT-23,38.6,5,16,0.13,1.9,1,18.5,False,3,4,4,2,2,0.274,0,SYNTHETIC_DEMO_DATA
PID-01042,UNIT-20,65.6,3,9,0.06,0.0,0,26.5,False,3,4,4,3,2,0.303,0,SYNTHETIC_DEMO_DATA
PID-01043,UNIT-37,61.8,13,15,0.01,8.3,0,29.9,False,1,4,4,3,2,0.325,1,SYNTHETIC_DEMO_DATA
PID-01044,UNIT-33,53.4,4,10,0.37,7.1,0,24.7,False,4,3,4,3,3,0.385,0,SYNTHETIC_DEMO_DATA
PID-01045,UNIT-19,41.3,5,5,0.12,8.5,1,32.6,False,2,3,4,2,3,0.305,0,SYNTHETIC_DEMO_DATA
PID-01046,UNIT-22,40.0,7,9,0.44,2.8,1,22.6,False,2,4,3,3,3,0.471,0,SYNTHETIC_DEMO_DATA
PID-01047,UNIT-28,44.5,8,13,0.61,7.4,2,17.7,False,3,3,2,3,3,0.537,0,SYNTHETIC_DEMO_DATA
PID-01048,UNIT-12,59.6,2,16,0.53,0.5,0,28.7,False,3,3,4,2,3,0.337,0,SYNTHETIC_DEMO_DATA
PID-01049,UNIT-25,38.6,6,8,0.19,2.4,2,29.1,False,2,4,4,2,3,0.292,0,SYNTHETIC_DEMO_DATA
PID-01050,UNIT-01,58.1,9,0,0.47,5.4,0,14.8,False,3,2,3,4,4,0.585,1,SYNTHETIC_DEMO_DATA
PID-01051,UNIT-38,34.6,6,0,0.21,7.0,0,23.8,True,3,3,4,3,2,0.353,0,SYNTHETIC_DEMO_DATA
PID-01052,UNIT-38,49.1,6,7,0.09,10.0,0,17.1,False,3,2,4,3,3,0.435,0,SYNTHETIC_DEMO_DATA
PID-01053,UNIT-36,53.5,6,0,0.49,4.3,2,0.0,True,2,3,2,4,4,0.659,0,SYNTHETIC_DEMO_DATA
PID-01054,UNIT-09,86.2,2,19,0.48,2.4,0,24.4,False,3,3,3,3,3,0.46,0,SYNTHETIC_DEMO_DATA
PID-01055,UNIT-32,32.7,11,12,0.16,2.2,0,7.1,False,2,4,4,3,2,0.392,0,SYNTHETIC_DEMO_DATA
PID-01056,UNIT-23,72.6,7,5,0.28,2.9,0,23.3,False,4,3,4,3,4,0.354,0,SYNTHETIC_DEMO_DATA
PID-01057,UNIT-40,54.1,11,2,0.19,11.7,1,4.6,False,4,3,5,3,3,0.356,1,SYNTHETIC_DEMO_DATA
PID-01058,UNIT-01,57.8,4,15,0.48,7.3,6,12.8,False,5,2,3,3,4,0.546,0,SYNTHETIC_DEMO_DATA
PID-01059,UNIT-16,53.7,4,2,0.19,8.3,0,15.7,True,3,3,3,3,3,0.542,0,SYNTHETIC_DEMO_DATA
PID-01060,UNIT-04,58.2,7,2,0.5,4.3,0,32.0,False,3,4,2,1,4,0.411,0,SYNTHETIC_DEMO_DATA
PID-01061,UNIT-38,49.8,7,4,0.45,5.0,2,14.7,False,3,3,3,3,3,0.612,0,SYNTHETIC_DEMO_DATA
PID-01062,UNIT-07,72.4,5,9,0.32,7.1,3,9.3,False,3,3,3,3,4,0.464,1,SYNTHETIC_DEMO_DATA
PID-01063,UNIT-02,45.6,4,12,0.39,3.5,0,23.6,False,3,3,2,2,2,0.384,0,SYNTHETIC_DEMO_DATA
PID-01064,UNIT-05,67.9,4,16,0.07,4.1,1,17.8,False,1,4,3,3,2,0.459,0,SYNTHETIC_DEMO_DATA
PID-01065,UNIT-39,43.0,8,15,0.2,3.0,1,27.9,False,2,4,4,2,2,0.351,0,SYNTHETIC_DEMO_DATA
PID-01066,UNIT-22,51.2,5,9,0.37,3.7,0,9.9,False,3,3,3,3,3,0.427,0,SYNTHETIC_DEMO_DATA
PID-01067,UNIT-05,37.0,2,15,0.47,5.1,1,22.1,False,2,4,3,2,2,0.325,0,SYNTHETIC_DEMO_DATA
PID-01068,UNIT-16,58.4,5,4,0.52,2.5,2,44.7,False,2,3,2,2,3,0.515,0,SYNTHETIC_DEMO_DATA
PID-01069,UNIT-18,72.2,4,0,0.05,5.9,1,17.6,False,4,4,4,3,2,0.475,0,SYNTHETIC_DEMO_DATA
PID-01070,UNIT-33,50.9,8,4,0.22,5.9,0,21.9,False,2,3,4,3,3,0.42,0,SYNTHETIC_DEMO_DATA
PID-01071,UNIT-09,49.2,5,4,0.1,4.5,4,3.4,False,3,2,3,3,4,0.515,0,SYNTHETIC_DEMO_DATA
PID-01072,UNIT-05,36.4,6,5,0.06,2.5,1,11.5,False,2,4,3,2,3,0.358,0,SYNTHETIC_DEMO_DATA
PID-01073,UNIT-30,48.8,6,3,0.29,5.3,5,24.6,False,3,4,3,3,3,0.517,1,SYNTHETIC_DEMO_DATA
PID-01074,UNIT-18,30.0,7,6,0.13,3.5,2,16.7,False,3,4,4,3,4,0.387,0,SYNTHETIC_DEMO_DATA
PID-01075,UNIT-05,39.2,6,12,0.3,5.1,2,26.1,False,3,3,3,3,2,0.415,1,SYNTHETIC_DEMO_DATA
PID-01076,UNIT-18,55.2,3,19,0.2,8.3,2,24.2,False,3,3,4,3,3,0.382,0,SYNTHETIC_DEMO_DATA
PID-01077,UNIT-18,70.5,3,0,0.35,1.2,0,6.8,True,3,3,4,3,2,0.42,0,SYNTHETIC_DEMO_DATA
PID-01078,UNIT-10,91.3,3,1,0.41,11.5,1,30.2,True,3,2,3,4,3,0.657,1,SYNTHETIC_DEMO_DATA
PID-01079,UNIT-09,43.8,5,4,0.23,4.8,1,7.6,False,3,4,4,3,4,0.33,0,SYNTHETIC_DEMO_DATA
PID-01080,UNIT-04,72.1,1,13,0.13,6.2,0,12.4,False,2,3,3,3,2,0.514,0,SYNTHETIC_DEMO_DATA
PID-01081,UNIT-34,55.4,5,7,0.38,2.7,0,22.3,False,3,3,3,3,2,0.463,0,SYNTHETIC_DEMO_DATA
PID-01082,UNIT-01,49.9,2,4,0.07,8.4,4,35.7,False,3,4,4,3,3,0.413,0,SYNTHETIC_DEMO_DATA
PID-01083,UNIT-21,58.1,6,13,0.12,4.6,0,10.0,False,2,3,4,2,3,0.427,0,SYNTHETIC_DEMO_DATA
PID-01084,UNIT-01,52.9,6,14,0.19,3.8,0,21.5,False,2,3,4,3,3,0.398,0,SYNTHETIC_DEMO_DATA
PID-01085,UNIT-33,53.5,8,8,0.07,3.3,1,21.6,False,2,3,4,4,2,0.407,0,SYNTHETIC_DEMO_DATA
PID-01086,UNIT-16,46.3,10,4,0.05,4.2,3,26.6,False,3,4,3,2,2,0.501,0,SYNTHETIC_DEMO_DATA
PID-01087,UNIT-40,32.4,5,10,0.35,6.3,3,31.8,False,3,3,4,3,3,0.496,0,SYNTHETIC_DEMO_DATA
PID-01088,UNIT-03,30.4,4,7,0.43,5.5,1,16.0,False,4,4,4,2,3,0.306,1,SYNTHETIC_DEMO_DATA
PID-01089,UNIT-14,61.1,7,7,0.3,4.9,3,30.1,False,4,3,3,4,3,0.557,0,SYNTHETIC_DEMO_DATA
PID-01090,UNIT-16,48.1,10,5,0.07,2.9,2,33.3,False,2,3,5,3,3,0.363,0,SYNTHETIC_DEMO_DATA
PID-01091,UNIT-03,43.7,10,14,0.15,2.7,0,37.8,False,2,3,3,4,2,0.387,0,SYNTHETIC_DEMO_DATA
PID-01092,UNIT-18,52.1,7,10,0.37,3.6,2,25.0,False,3,3,5,3,3,0.416,0,SYNTHETIC_DEMO_DATA
PID-01093,UNIT-19,63.1,5,15,0.33,6.4,1,21.6,False,3,3,3,4,3,0.585,0,SYNTHETIC_DEMO_DATA
PID-01094,UNIT-18,54.5,18,17,0.48,7.0,1,15.3,False,3,2,3,4,3,0.605,0,SYNTHETIC_DEMO_DATA
PID-01095,UNIT-22,42.8,6,11,0.49,7.4,1,5.4,False,3,4,2,3,3,0.524,0,SYNTHETIC_DEMO_DATA
PID-01096,UNIT-08,69.2,5,5,0.62,5.0,1,17.2,False,4,2,3,3,3,0.578,0,SYNTHETIC_DEMO_DATA
PID-01097,UNIT-10,74.1,4,15,0.17,6.2,1,21.1,False,3,3,4,3,3,0.388,1,SYNTHETIC_DEMO_DATA
PID-01098,UNIT-20,58.9,8,11,0.28,4.5,2,18.9,False,3,4,3,3,3,0.579,0,SYNTHETIC_DEMO_DATA
PID-01099,UNIT-26,65.6,7,24,0.14,0.0,3,26.0,False,1,2,4,3,3,0.357,0,SYNTHETIC_DEMO_DATA
PID-01100,UNIT-16,69.4,5,10,0.17,4.4,2,5.5,False,3,3,3,2,2,0.398,0,SYNTHETIC_DEMO_DATA
PID-01101,UNIT-19,67.8,5,13,0.26,3.9,3,18.2,False,4,3,2,3,2,0.506,0,SYNTHETIC_DEMO_DATA
PID-01102,UNIT-40,60.6,5,10,0.2,1.9,1,39.9,False,2,3,4,3,2,0.381,0,SYNTHETIC_DEMO_DATA
PID-01103,UNIT-26,60.4,6,8,0.14,3.3,0,30.0,False,2,3,4,2,2,0.346,0,SYNTHETIC_DEMO_DATA
PID-01104,UNIT-02,59.3,3,7,0.34,5.4,2,26.2,False,3,4,3,3,3,0.485,0,SYNTHETIC_DEMO_DATA
PID-01105,UNIT-15,36.6,6,10,0.13,1.6,1,23.9,False,2,5,4,3,3,0.379,0,SYNTHETIC_DEMO_DATA
PID-01106,UNIT-03,61.8,5,12,0.38,2.9,5,16.3,False,3,4,3,3,3,0.47,1,SYNTHETIC_DEMO_DATA
PID-01107,UNIT-36,33.0,7,15,0.38,9.6,2,2.5,False,3,4,3,3,2,0.484,0,SYNTHETIC_DEMO_DATA
PID-01108,UNIT-33,40.9,6,10,0.29,0.2,2,24.6,False,3,3,4,2,3,0.277,0,SYNTHETIC_DEMO_DATA
PID-01109,UNIT-19,70.2,4,6,0.22,4.5,1,0.0,False,2,2,4,3,3,0.491,0,SYNTHETIC_DEMO_DATA
PID-01110,UNIT-11,63.8,8,7,0.09,1.5,3,16.7,False,4,3,5,3,3,0.439,0,SYNTHETIC_DEMO_DATA
PID-01111,UNIT-29,72.8,5,1,0.25,2.7,0,20.0,True,4,4,4,3,4,0.455,0,SYNTHETIC_DEMO_DATA
PID-01112,UNIT-08,48.2,4,18,0.34,4.4,0,15.5,False,3,3,4,3,2,0.356,0,SYNTHETIC_DEMO_DATA
PID-01113,UNIT-31,35.9,6,5,0.14,2.0,0,41.7,False,2,3,4,2,2,0.332,0,SYNTHETIC_DEMO_DATA
PID-01114,UNIT-35,48.6,8,14,0.36,6.7,0,38.2,False,3,3,3,2,2,0.361,0,SYNTHETIC_DEMO_DATA
PID-01115,UNIT-08,53.4,6,10,0.5,9.1,1,30.3,False,3,3,3,3,2,0.515,1,SYNTHETIC_DEMO_DATA
PID-01116,UNIT-22,53.1,7,10,0.43,7.5,0,10.7,False,2,3,4,4,2,0.502,0,SYNTHETIC_DEMO_DATA
PID-01117,UNIT-07,67.9,2,8,0.72,8.1,1,39.2,False,2,2,2,3,3,0.712,1,SYNTHETIC_DEMO_DATA
PID-01118,UNIT-25,46.9,11,4,0.23,0.9,0,26.2,False,3,4,4,4,3,0.407,0,SYNTHETIC_DEMO_DATA
PID-01119,UNIT-27,56.9,5,3,0.31,4.3,3,10.6,False,3,2,3,3,3,0.375,0,SYNTHETIC_DEMO_DATA
PID-01120,UNIT-01,38.2,8,19,0.24,6.4,1,20.3,False,2,3,5,3,2,0.323,0,SYNTHETIC_DEMO_DATA
PID-01121,UNIT-38,58.3,2,9,0.11,7.6,2,29.6,False,3,2,3,3,3,0.399,0,SYNTHETIC_DEMO_DATA
PID-01122,UNIT-11,52.0,6,15,0.2,10.3,2,14.0,False,2,3,4,3,4,0.416,0,SYNTHETIC_DEMO_DATA
PID-01123,UNIT-19,41.5,14,17,0.04,8.2,0,21.4,False,2,3,3,4,2,0.442,0,SYNTHETIC_DEMO_DATA
PID-01124,UNIT-11,48.7,6,6,0.45,7.7,2,23.2,False,3,3,3,3,2,0.467,0,SYNTHETIC_DEMO_DATA
PID-01125,UNIT-37,49.4,4,11,0.19,12.0,0,9.0,False,3,3,4,3,2,0.39,0,SYNTHETIC_DEMO_DATA
PID-01126,UNIT-31,48.2,4,9,0.31,5.3,1,17.3,False,2,3,3,4,3,0.572,0,SYNTHETIC_DEMO_DATA
PID-01127,UNIT-40,76.8,5,2,0.13,4.1,2,9.7,True,3,4,2,3,3,0.556,0,SYNTHETIC_DEMO_DATA
PID-01128,UNIT-16,50.6,12,7,0.3,5.5,1,28.7,False,2,3,3,3,3,0.547,0,SYNTHETIC_DEMO_DATA
PID-01129,UNIT-23,48.6,6,12,0.27,2.3,1,10.9,False,2,3,4,3,3,0.402,0,SYNTHETIC_DEMO_DATA
PID-01130,UNIT-24,30.0,6,6,0.34,5.2,0,22.9,False,3,3,4,3,2,0.446,0,SYNTHETIC_DEMO_DATA
PID-01131,UNIT-10,39.5,4,7,0.12,0.0,2,6.1,False,3,3,3,3,2,0.403,0,SYNTHETIC_DEMO_DATA
PID-01132,UNIT-38,48.3,1,7,0.08,3.4,0,8.7,False,2,4,4,2,3,0.403,0,SYNTHETIC_DEMO_DATA
PID-01133,UNIT-35,42.4,6,21,0.4,4.7,2,8.2,False,3,4,4,2,1,0.367,0,SYNTHETIC_DEMO_DATA
PID-01134,UNIT-40,71.3,7,0,0.11,7.8,2,17.1,True,3,2,4,4,3,0.522,0,SYNTHETIC_DEMO_DATA
PID-01135,UNIT-19,49.7,10,12,0.31,8.3,3,21.8,False,4,2,3,3,3,0.544,0,SYNTHETIC_DEMO_DATA
PID-01136,UNIT-06,70.0,8,7,0.45,2.1,3,23.6,False,3,3,3,3,4,0.525,1,SYNTHETIC_DEMO_DATA
PID-01137,UNIT-07,52.9,9,5,0.49,11.2,1,2.3,False,1,2,3,3,2,0.534,0,SYNTHETIC_DEMO_DATA
PID-01138,UNIT-23,52.5,5,7,0.3,5.4,1,18.3,False,3,3,5,4,2,0.463,0,SYNTHETIC_DEMO_DATA
PID-01139,UNIT-33,50.8,6,13,0.16,5.7,1,12.5,False,2,4,3,2,2,0.432,0,SYNTHETIC_DEMO_DATA
PID-01140,UNIT-28,52.1,4,13,0.48,0.1,2,25.3,False,2,3,3,3,1,0.345,0,SYNTHETIC_DEMO_DATA
PID-01141,UNIT-30,76.1,7,10,0.21,3.1,3,17.3,False,3,3,3,4,3,0.554,0,SYNTHETIC_DEMO_DATA
PID-01142,UNIT-32,30.0,5,15,0.01,8.1,2,19.2,False,1,3,4,3,3,0.423,0,SYNTHETIC_DEMO_DATA
PID-01143,UNIT-34,30.0,5,16,0.33,5.5,1,12.6,False,2,4,4,2,3,0.336,0,SYNTHETIC_DEMO_DATA
PID-01144,UNIT-37,44.4,3,13,0.34,5.3,1,37.2,False,3,3,4,2,2,0.292,0,SYNTHETIC_DEMO_DATA
PID-01145,UNIT-15,52.2,6,5,0.52,5.7,1,7.2,False,3,3,3,4,3,0.445,0,SYNTHETIC_DEMO_DATA
PID-01146,UNIT-30,61.7,10,11,0.12,0.7,0,16.0,False,2,4,4,2,2,0.427,0,SYNTHETIC_DEMO_DATA
PID-01147,UNIT-12,58.6,5,11,0.26,4.7,0,21.1,False,3,3,4,2,3,0.351,0,SYNTHETIC_DEMO_DATA
PID-01148,UNIT-28,46.6,6,4,0.59,9.2,0,17.5,False,2,3,4,3,4,0.55,0,SYNTHETIC_DEMO_DATA
PID-01149,UNIT-03,66.3,4,0,0.08,8.3,2,12.4,True,3,3,3,3,3,0.566,0,SYNTHETIC_DEMO_DATA
PID-01150,UNIT-03,66.4,5,0,0.2,4.6,1,1.9,True,3,3,3,3,4,0.466,0,SYNTHETIC_DEMO_DATA
PID-01151,UNIT-08,54.6,9,9,0.36,9.7,2,13.1,False,3,3,2,2,2,0.383,1,SYNTHETIC_DEMO_DATA
PID-01152,UNIT-22,65.5,9,10,0.46,1.2,0,10.4,False,3,3,3,3,3,0.454,0,SYNTHETIC_DEMO_DATA
PID-01153,UNIT-37,55.8,7,1,0.28,2.1,2,36.8,False,4,4,3,3,3,0.489,1,SYNTHETIC_DEMO_DATA
PID-01154,UNIT-24,44.1,7,15,0.3,10.6,0,42.6,False,3,4,4,3,3,0.455,0,SYNTHETIC_DEMO_DATA
PID-01155,UNIT-23,61.8,10,9,0.28,6.7,4,19.5,False,3,2,3,3,3,0.482,0,SYNTHETIC_DEMO_DATA
PID-01156,UNIT-28,53.5,8,17,0.58,4.1,1,6.0,False,3,3,3,2,3,0.424,1,SYNTHETIC_DEMO_DATA
PID-01157,UNIT-36,52.0,6,11,0.3,4.8,0,27.4,False,3,3,3,3,3,0.465,0,SYNTHETIC_DEMO_DATA
PID-01158,UNIT-24,72.6,7,2,0.46,2.6,1,10.2,True,3,2,4,2,3,0.471,0,SYNTHETIC_DEMO_DATA
PID-01159,UNIT-30,30.0,7,11,0.28,5.8,2,14.5,False,1,4,3,3,3,0.434,0,SYNTHETIC_DEMO_DATA
PID-01160,UNIT-17,32.2,5,13,0.33,5.6,0,13.7,False,3,4,3,3,3,0.447,0,SYNTHETIC_DEMO_DATA
PID-01161,UNIT-40,35.4,4,5,0.09,5.1,2,15.0,False,3,4,4,2,2,0.361,0,SYNTHETIC_DEMO_DATA
PID-01162,UNIT-20,46.9,8,0,0.29,1.5,1,16.5,True,3,3,3,2,3,0.453,0,SYNTHETIC_DEMO_DATA
PID-01163,UNIT-36,48.4,7,9,0.49,5.8,1,6.9,False,3,4,3,2,2,0.388,0,SYNTHETIC_DEMO_DATA
PID-01164,UNIT-39,30.9,5,2,0.16,3.4,1,13.0,True,1,4,4,2,3,0.181,0,SYNTHETIC_DEMO_DATA
PID-01165,UNIT-36,38.2,3,15,0.58,2.0,0,30.2,False,1,2,4,3,3,0.369,0,SYNTHETIC_DEMO_DATA
PID-01166,UNIT-14,39.9,8,6,0.34,8.8,0,19.7,False,2,3,3,2,5,0.411,0,SYNTHETIC_DEMO_DATA
PID-01167,UNIT-15,86.4,2,19,0.2,11.5,0,21.3,False,3,3,3,3,4,0.456,1,SYNTHETIC_DEMO_DATA
PID-01168,UNIT-32,77.2,5,0,0.35,10.8,2,0.0,True,4,3,2,4,4,0.607,1,SYNTHETIC_DEMO_DATA
